"year","state","population","violent.crime.total","murder.and.nonnegligent.manslaughter.total","legacy.rape.total","revised.rape.total","robbery.total","aggravated.assault.total","property.crime.total","burglary.total","larceny.theft.total","motor.vehicle.theft.total","violent.nr.crime.total","aggregate.crime.total","violent.crime.rate","murder.and.nonnegligent.manslaughter.rate","legacy.rape.rate","revised.rape.rate","robbery.rate","aggravated.assault.rate","property.crime.rate","burglary.rate","larceny.theft.rate","motor.vehicle.theft.rate","violent.nr.crime.rate","aggregate.crime.rate","violent.crime.rate.chg","murder.and.nonnegligent.manslaughter.rate.chg","legacy.rape.rate.chg","revised.rape.rate.chg","robbery.rate.chg","aggravated.assault.rate.chg","property.crime.rate.chg","burglary.rate.chg","larceny.theft.rate.chg","motor.vehicle.theft.rate.chg","violent.nr.crime.rate.chg","aggregate.crime.rate.chg"
1995,"Ex-California",231165000,1493638,18075,86916,NA,475898,912749,10527105,2239889,7095254,1191962,1406722,11933827,646.135011788117,7.81909026020375,37.5991175134644,NA,205.869400644561,394.847403369887,4553.93550061644,968.956805744814,3069.34613803993,515.6325568317,608.535894274652,5162.47139489109,-26.3017537529256,-0.753274424606874,-2.25584731987621,NA,-15.5228495847865,-7.76978242365595,-37.2885612419304,-48.2626254726948,33.1432635477699,-22.1691993170044,-24.0459064330495,-61.3344676749794
1996,"Ex-California",233406000,1413544,16729,86008,NA,441372,869435,10420188,2194188,7074228,1151772,1327536,11747724,605.615965313659,7.16733931432782,36.8490955673804,NA,189.100537261253,372.498993170698,4464.40451402278,940.073519960927,3030.86810107709,493.462892984756,568.766869746279,5033.17138376905,-40.5190464744572,-0.651750945875928,-0.750021946083962,NA,-16.7688633833083,-22.3484101991891,-89.5309865936661,-28.8832857838877,-38.4780369628356,-22.1696638469441,-39.7690245283732,-129.30001112204
1997,"Ex-California",235369000,1378514,15632,85964,NA,417066,859855,10246108,2161786,6959355,1125467,1292553,11538661,585.68205668546,6.64148634697008,36.523076530894,NA,177.196657163858,365.322111238098,4353.21049076132,918.466747957463,2956.78487821251,478.171296984735,549.160254748926,4902.37074551024,-19.9339086281996,-0.525852967357745,-0.3260190364864,NA,-11.9038800973953,-7.17688193259983,-111.194023261461,-21.606772003464,-74.0832228645841,-15.2915960000216,-19.6066149973529,-130.800638258814
1998,"Ex-California",237629000,1304004,14803,83362,NA,378404,827435,9763036,2063723,6652049,1047264,1220642,10983678,548.756254497557,6.229458525685,35.0807350954639,NA,159.241506718456,348.204554157952,4108.52042469564,868.464286766346,2799.34225199786,440.713885931431,513.675519402093,4622.19594409773,-36.9258021879027,-0.412027821285081,-1.44234143543011,NA,-17.9551504454015,-17.1175570801464,-244.690066065677,-50.0024611911167,-157.442626214647,-37.4574110533037,-35.484735346833,-280.174801412509
1999,"Ex-California",239545692,1218165,13517,80048,NA,349332,775268,9155049,1876925,6294529,983595,1138117,10293166,508.531374465294,5.6427648049709,33.4165892659844,NA,145.831050887778,323.640969506561,3821.83829880773,783.535276434861,2627.69451099125,410.60851138162,475.11478519931,4296.95308400704,-40.2248800322631,-0.586693720714093,-1.66414582947956,NA,-13.4104558306781,-24.5635846513913,-286.682125887911,-84.9290103314851,-171.647741006615,-30.1053745498111,-38.5607342027835,-325.242860090694
2000,"Ex-California",247550258,1214955,13507,80393,NA,347767,773288,9126401,1828699,6319735,977967,1134562,10260963,490.791247731198,5.45626577371614,32.4754256567973,NA,140.48339226534,312.376164035345,3686.68611930915,738.718276754937,2552.90988224298,395.057960311235,458.315822074401,4145.00194138356,-17.740126734096,-0.186499031254763,-0.941163609187043,NA,-5.3476586224385,-11.2648054712157,-135.152179498574,-44.8169996799239,-74.7846287482648,-15.5505510703848,-16.7989631249089,-151.951142623483
2001,"Ex-California",250717096,1226613,13831,80903,NA,358943,772936,9303000,1884258,6394528,1024214,1145710,10448710,489.241866458121,5.51657634068959,32.268641146035,NA,143.16654337764,308.290105593757,3710.55669853483,751.547473252482,2550.49539980313,408.513825479217,456.973225312086,4167.52992384692,-1.54938127307673,0.0603105669734472,-0.206784510762361,NA,2.68315111230075,-4.08605844158853,23.8705792256751,12.8291964975454,-2.41448243985178,13.4558651679815,-1.34259676231432,22.5279824633608
2002,"Ex-California",252971938,1215289,13834,85037,NA,355838,760580,9278793,1912824,6341687,1024282,1130252,10409045,480.40466844192,5.46859074938185,33.6151909465942,NA,140.663032751087,300.657853994857,3667.91394862145,756.140785860604,2506.87370707497,404.899455685871,446.789477495326,4114.70342611677,-8.83719801620117,-0.0479855913077332,1.34654980055927,NA,-2.50351062655307,-7.63225159889964,-42.642749913382,4.59331260812189,-43.6216927281589,-3.61436979334525,-10.1837478167605,-52.8264977301433
2003,"Ex-California",255326264,1178125,14121,83889,NA,350465,729650,9227776,1912560,6295316,1019900,1094236,10322012,461.419433137517,5.53057087773783,32.8556094017809,NA,137.261633217647,285.771619640352,3614.11155101537,749.065125552458,2465.59672372757,399.449701735345,428.563823735736,4042.67537475111,-18.9852353044032,0.0619801283559722,-0.759581544813308,NA,-3.40139953344064,-14.8862343545053,-53.8023976060772,-7.07566030814621,-41.2769833474044,-5.4497539505262,-18.22565375959,-72.0280513656658
2004,"Ex-California",257814804,1170913,13756,85474,NA,339702,731981,9092192,1898543,6208402,985247,1085439,10177631,454.168256373672,5.33561292314308,33.1532552335513,NA,131.76202247874,283.917365738237,3526.63689552909,736.397976587877,2408.08592201711,382.152996924102,421.015001140121,3947.65189666921,-7.25117676384497,-0.194957954594748,0.297645831770353,NA,-5.49961073890637,-1.85425390211418,-87.4746554862836,-12.6671489645812,-57.5108017104594,-17.296704811243,-7.54882259561526,-95.0234780818996
