"city","county","year","TOTAL_POP"
"Sutter Creek","Amador County",1987,1720
"Sutter Creek","Amador County",1988,1700
"Sutter Creek","Amador County",1989,1740
"Sutter Creek","Amador County",1990,1877
"Sutter Creek","Amador County",1991,1927
"Sutter Creek","Amador County",1992,2001
"Sutter Creek","Amador County",1993,2058
"Sutter Creek","Amador County",1994,2096
"Sutter Creek","Amador County",1995,2113
"Sutter Creek","Amador County",1996,2165
"Sutter Creek","Amador County",1997,2213
"Sutter Creek","Amador County",1998,2215
"Sutter Creek","Amador County",1999,2303
"Sutter Creek","Amador County",2000,2320
"Sutter Creek","Amador County",2001,2348
"Sutter Creek","Amador County",2002,2405
"Sutter Creek","Amador County",2003,2426
"Sutter Creek","Amador County",2004,2636
"Sutter Creek","Amador County",2005,2618
"Sutter Creek","Amador County",2006,2591
"Sutter Creek","Amador County",2007,2576
"Sutter Creek","Amador County",2008,2519
"Sutter Creek","Amador County",2009,2501
"Sutter Creek","Amador County",2010,2495
"Sutter Creek","Amador County",2011,2478
"Sutter Creek","Amador County",2012,2481
"Sutter Creek","Amador County",2013,2515
"Sutter Creek","Amador County",2014,2492
"Sutter Creek","Amador County",2015,2476
"Sutter Creek","Amador County",2016,2505
"Sutter Creek","Amador County",2017,2479
"Unincorporated","Amador County",1980,12750
"Unincorporated","Amador County",1981,13100
"Unincorporated","Amador County",1982,13500
"Unincorporated","Amador County",1983,13900
"Unincorporated","Amador County",1984,14350
"Unincorporated","Amador County",1985,14650
"Unincorporated","Amador County",1986,15000
"Unincorporated","Amador County",1987,15600
"Unincorporated","Amador County",1988,16150
"Unincorporated","Amador County",1989,16900
"Biggs","Butte County",1980,1390
"Biggs","Butte County",1981,1390
"Biggs","Butte County",1982,1420
"Biggs","Butte County",1983,1440
"Biggs","Butte County",1984,1460
"Biggs","Butte County",1985,1460
"Biggs","Butte County",1986,1470
"Biggs","Butte County",1987,1480
"Biggs","Butte County",1988,1500
"Biggs","Butte County",1989,1540
"Biggs","Butte County",1990,1640
"Biggs","Butte County",1991,1650
"Biggs","Butte County",1992,1643
"Biggs","Butte County",1993,1642
"Biggs","Butte County",1994,1678
"Biggs","Butte County",1995,1679
"Biggs","Butte County",1996,1717
"Biggs","Butte County",1997,1722
"Biggs","Butte County",1998,1790
"Biggs","Butte County",1999,1793
"Biggs","Butte County",2000,1786
"Biggs","Butte County",2001,1786
"Biggs","Butte County",2002,1783
"Biggs","Butte County",2003,1770
"Biggs","Butte County",2004,1747
"Biggs","Butte County",2005,1722
"Biggs","Butte County",2006,1714
"Biggs","Butte County",2007,1702
"Biggs","Butte County",2008,1705
"Biggs","Butte County",2009,1707
"Biggs","Butte County",2010,1721
"Biggs","Butte County",2011,1718
"Biggs","Butte County",2012,1722
"Biggs","Butte County",2013,1718
"Biggs","Butte County",2014,1785
"Biggs","Butte County",2015,1917
"Biggs","Butte County",2016,1913
"Biggs","Butte County",2017,1913
"Chico","Butte County",1980,27750
"Chico","Butte County",1981,28550
"Chico","Butte County",1982,28900
"Chico","Butte County",1983,30050
"Chico","Butte County",1984,31600
"Chico","Butte County",1985,33100
"Chico","Butte County",1986,34500
"Chico","Butte County",1987,35750
"Chico","Butte County",1988,37550
"Chico","Butte County",1989,39750
"Chico","Butte County",1990,41210
"Chico","Butte County",1991,44082
"Chico","Butte County",1992,45973
"Chico","Butte County",1993,47185
"Chico","Butte County",1994,49178
"Chico","Butte County",1995,50395
"Chico","Butte County",1996,53598
"Chico","Butte County",1997,56472
"Chico","Butte County",1998,58520
"Chico","Butte County",1999,60516
"Chico","Butte County",2000,64810
"Chico","Butte County",2001,66481
"Chico","Butte County",2002,67862
"Chico","Butte County",2003,70322
"Chico","Butte County",2004,72459
"Chico","Butte County",2005,77348
"Chico","Butte County",2006,82784
"Chico","Butte County",2007,85034
"Chico","Butte County",2008,85739
"Chico","Butte County",2009,86187
"Chico","Butte County",2010,86847
"Chico","Butte County",2011,87587
"Chico","Butte County",2012,88109
"Chico","Butte County",2013,88867
"Chico","Butte County",2014,89752
"Chico","Butte County",2015,90203
"Chico","Butte County",2016,91398
"Chico","Butte County",2017,92348
"Gridley","Butte County",1980,4000
"Gridley","Butte County",1981,4110
"Gridley","Butte County",1982,4160
"Gridley","Butte County",1983,4300
"Gridley","Butte County",1984,4380
"Gridley","Butte County",1985,4340
"Gridley","Butte County",1986,4370
"Gridley","Butte County",1987,4410
"Gridley","Butte County",1988,4430
"Gridley","Butte County",1989,4630
"Gridley","Butte County",1990,4684
"Gridley","Butte County",1991,4774
"Gridley","Butte County",1992,4801
"Gridley","Butte County",1993,4892
"Gridley","Butte County",1994,4997
"Gridley","Butte County",1995,5023
"Gridley","Butte County",1996,5133
"Gridley","Butte County",1997,5189
"Gridley","Butte County",1998,5368
"Gridley","Butte County",1999,5408
"Gridley","Butte County",2000,5531
"Gridley","Butte County",2001,5694
"Gridley","Butte County",2002,5796
"Gridley","Butte County",2003,5806
"Gridley","Butte County",2004,5761
"Gridley","Butte County",2005,5989
"Gridley","Butte County",2006,6250
"Gridley","Butte County",2007,6466
"Gridley","Butte County",2008,6532
"Gridley","Butte County",2009,6584
"Gridley","Butte County",2010,6635
"Gridley","Butte County",2011,6653
"Gridley","Butte County",2012,6840
"Gridley","Butte County",2013,6869
"Gridley","Butte County",2014,6917
"Gridley","Butte County",2015,6919
"Gridley","Butte County",2016,6930
"Gridley","Butte County",2017,6937
"Incorporated","Butte County",1980,64900
"Incorporated","Butte County",1981,66500
"Incorporated","Butte County",1982,67800
"Incorporated","Butte County",1983,69400
"Incorporated","Butte County",1984,71200
"Incorporated","Butte County",1985,73200
"Incorporated","Butte County",1986,75100
"Incorporated","Butte County",1987,77300
"Incorporated","Butte County",1988,79900
"Incorporated","Butte County",1989,82900
"Incorporated","Butte County",2000,111592
"Incorporated","Butte County",2001,113672
"Incorporated","Butte County",2002,115520
"Incorporated","Butte County",2003,118122
"Incorporated","Butte County",2004,120132
"Incorporated","Butte County",2005,125284
"Incorporated","Butte County",2006,131906
"Incorporated","Butte County",2007,134351
"Incorporated","Butte County",2008,135499
"Incorporated","Butte County",2009,136242
"Incorporated","Butte County",2010,136532
"Incorporated","Butte County",2011,137209
"Incorporated","Butte County",2012,138383
"Incorporated","Butte County",2013,139239
"Incorporated","Butte County",2014,140417
"Incorporated","Butte County",2015,142722
"Incorporated","Butte County",2016,144477
"Incorporated","Butte County",2017,145914
"Oroville","Butte County",1980,9200
"Oroville","Butte County",1981,9550
"Oroville","Butte County",1982,10150
"Oroville","Butte County",1983,10300
"Oroville","Butte County",1984,10500
"Oroville","Butte County",1985,10600
"Oroville","Butte County",1986,10850
"Oroville","Butte County",1987,11300
"Oroville","Butte County",1988,11650
"Oroville","Butte County",1989,11850
"Oroville","Butte County",1990,12144
"Oroville","Butte County",1991,12173
"Oroville","Butte County",1992,12255
"Oroville","Butte County",1993,12386
"Oroville","Butte County",1994,12507
"Oroville","Butte County",1995,12717
"Oroville","Butte County",1996,12796
"Oroville","Butte County",1997,12855
"Oroville","Butte County",1998,12993
"Oroville","Butte County",1999,13004
"Oroville","Butte County",2000,13053
"Oroville","Butte County",2001,13201
"Oroville","Butte County",2002,13481
"Oroville","Butte County",2003,13631
"Oroville","Butte County",2004,13762
"Oroville","Butte County",2005,13961
"Oroville","Butte County",2006,14998
"Oroville","Butte County",2007,15063
"Oroville","Butte County",2008,15377
"Oroville","Butte County",2009,15546
"Oroville","Butte County",2010,15429
"Oroville","Butte County",2011,15455
"Oroville","Butte County",2012,15890
"Oroville","Butte County",2013,15902
"Oroville","Butte County",2014,16056
"Oroville","Butte County",2015,17853
"Oroville","Butte County",2016,18008
"Oroville","Butte County",2017,18144
"Paradise","Butte County",1980,22550
"Paradise","Butte County",1981,22850
"Paradise","Butte County",1982,23150
"Paradise","Butte County",1983,23300
"Paradise","Butte County",1984,23300
"Paradise","Butte County",1985,23650
"Paradise","Butte County",1986,23850
"Paradise","Butte County",1987,24350
"Paradise","Butte County",1988,24750
"Paradise","Butte County",1989,25150
"Paradise","Butte County",1990,25599
"Paradise","Butte County",1991,25768
"Paradise","Butte County",1992,25885
"Paradise","Butte County",1993,26127
"Paradise","Butte County",1994,26132
"Paradise","Butte County",1995,26186
"Paradise","Butte County",1996,26188
"Paradise","Butte County",1997,26342
"Paradise","Butte County",1998,26342
"Paradise","Butte County",1999,26408
"Paradise","Butte County",2000,26412
"Paradise","Butte County",2001,26510
"Paradise","Butte County",2002,26598
"Paradise","Butte County",2003,26593
"Paradise","Butte County",2004,26403
"Paradise","Butte County",2005,26264
"Paradise","Butte County",2006,26160
"Paradise","Butte County",2007,26086
"Paradise","Butte County",2008,26146
"Paradise","Butte County",2009,26218
"Paradise","Butte County",2010,25900
"Paradise","Butte County",2011,25796
"Paradise","Butte County",2012,25822
"Paradise","Butte County",2013,25883
"Paradise","Butte County",2014,25907
"Paradise","Butte County",2015,25830
"Paradise","Butte County",2016,26228
"Paradise","Butte County",2017,26572
"Unincorporated","Butte County",1980,81900
"Unincorporated","Butte County",1981,84300
"Unincorporated","Butte County",1982,86000
"Unincorporated","Butte County",1983,87200
"Unincorporated","Butte County",1984,88400
"Unincorporated","Butte County",1985,89900
"Unincorporated","Butte County",1986,91100
"Unincorporated","Butte County",1987,93500
"Unincorporated","Butte County",1988,95300
"Unincorporated","Butte County",1989,97500
"Angels Camp","Calaveras County",1980,2200
"Angels Camp","Calaveras County",1981,2150
"Angels Camp","Calaveras County",1982,2140
"Angels Camp","Calaveras County",1983,2070
"Angels Camp","Calaveras County",1984,2060
"Angels Camp","Calaveras County",1985,2060
"Angels Camp","Calaveras County",1986,2210
"Angels Camp","Calaveras County",1987,2320
"Angels Camp","Calaveras County",1988,2320
"Angels Camp","Calaveras County",1989,2390
"Angels Camp","Calaveras County",1990,2644
"Angels Camp","Calaveras County",1991,2731
"Angels Camp","Calaveras County",1992,2734
"Angels Camp","Calaveras County",1993,2775
"Angels Camp","Calaveras County",1994,2824
"Angels Camp","Calaveras County",1995,2827
"Angels Camp","Calaveras County",1996,2870
"Angels Camp","Calaveras County",1997,2909
"Angels Camp","Calaveras County",1998,2918
"Angels Camp","Calaveras County",1999,3004
"Angels Camp","Calaveras County",2000,3165
"Angels Camp","Calaveras County",2001,3341
"Angels Camp","Calaveras County",2002,3450
"Angels Camp","Calaveras County",2003,3575
"Angels Camp","Calaveras County",2004,3649
"Angels Camp","Calaveras County",2005,3702
"Angels Camp","Calaveras County",2006,3753
"Angels Camp","Calaveras County",2007,3799
"Angels Camp","Calaveras County",2008,3819
"Angels Camp","Calaveras County",2009,3836
"Angels Camp","Calaveras County",2010,3939
"Angels Camp","Calaveras County",2011,3916
"Angels Camp","Calaveras County",2012,3936
"Angels Camp","Calaveras County",2013,3960
"Angels Camp","Calaveras County",2014,4086
"Angels Camp","Calaveras County",2015,4178
"Angels Camp","Calaveras County",2016,4108
"Angels Camp","Calaveras County",2017,4121
"Incorporated","Calaveras County",1980,2200
"Incorporated","Calaveras County",1981,2150
"Incorporated","Calaveras County",1982,2140
"Incorporated","Calaveras County",1983,2070
"Incorporated","Calaveras County",1984,2060
"Incorporated","Calaveras County",1985,2060
"Incorporated","Calaveras County",1986,2210
"Incorporated","Calaveras County",1987,2320
"Incorporated","Calaveras County",1988,2320
"Incorporated","Calaveras County",1989,2390
"Incorporated","Calaveras County",2000,3165
"Incorporated","Calaveras County",2001,3341
"Incorporated","Calaveras County",2002,3450
"Incorporated","Calaveras County",2003,3575
"Incorporated","Calaveras County",2004,3649
"Incorporated","Calaveras County",2005,3702
"Incorporated","Calaveras County",2006,3753
"Incorporated","Calaveras County",2007,3799
"Incorporated","Calaveras County",2008,3819
"Incorporated","Calaveras County",2009,3836
"Incorporated","Calaveras County",2010,3939
"Incorporated","Calaveras County",2011,3916
"Incorporated","Calaveras County",2012,3936
"Incorporated","Calaveras County",2013,3960
"Incorporated","Calaveras County",2014,4086
"Incorporated","Calaveras County",2015,4178
"Incorporated","Calaveras County",2016,4108
"Incorporated","Calaveras County",2017,4121
"Unincorporated","Calaveras County",1980,19150
"Unincorporated","Calaveras County",1981,20100
"Unincorporated","Calaveras County",1982,21050
"Unincorporated","Calaveras County",1983,21750
"Unincorporated","Calaveras County",1984,22600
"Unincorporated","Calaveras County",1985,23500
"Unincorporated","Calaveras County",1986,24600
"Unincorporated","Calaveras County",1987,25850
"Unincorporated","Calaveras County",1988,27400
"Unincorporated","Calaveras County",1989,29150
"Colusa","Colusa County",1980,4050
"Colusa","Colusa County",1981,4080
"Colusa","Colusa County",1982,4140
"Colusa","Colusa County",1983,4160
"Colusa","Colusa County",1984,4350
"Colusa","Colusa County",1985,4490
"Colusa","Colusa County",1986,4560
"Colusa","Colusa County",1987,4610
"Colusa","Colusa County",1988,4770
"Colusa","Colusa County",1989,4900
"Colusa","Colusa County",1990,4968
"Colusa","Colusa County",1991,5026
"Colusa","Colusa County",1992,5053
"Colusa","Colusa County",1993,5141
"Colusa","Colusa County",1994,5195
"Colusa","Colusa County",1995,5238
"Colusa","Colusa County",1996,5352
"Colusa","Colusa County",1997,5407
"Colusa","Colusa County",1998,5375
"Colusa","Colusa County",1999,5402
"Colusa","Colusa County",2000,5446
"Colusa","Colusa County",2001,5526
"Colusa","Colusa County",2002,5599
"Colusa","Colusa County",2003,5661
"Colusa","Colusa County",2004,5557
"Colusa","Colusa County",2005,5626
"Colusa","Colusa County",2006,5683
"Colusa","Colusa County",2007,5708
"Colusa","Colusa County",2008,5896
"Colusa","Colusa County",2009,5971
"Colusa","Colusa County",2010,5980
"Colusa","Colusa County",2011,6025
"Colusa","Colusa County",2012,6032
"Colusa","Colusa County",2013,6202
"Colusa","Colusa County",2014,6226
"Colusa","Colusa County",2015,6231
"Colusa","Colusa County",2016,6257
"Colusa","Colusa County",2017,6241
"Incorporated","Colusa County",1980,5750
"Incorporated","Colusa County",1981,5875
"Incorporated","Colusa County",1982,5975
