"year","state","population","violent.crime.total","murder.and.nonnegligent.manslaughter.total","legacy.rape.total","revised.rape.total","robbery.total","aggravated.assault.total","property.crime.total","burglary.total","larceny.theft.total","motor.vehicle.theft.total","violent.nr.crime.total","aggregate.crime.total","violent.crime.rate","murder.and.nonnegligent.manslaughter.rate","legacy.rape.rate","revised.rape.rate","robbery.rate","aggravated.assault.rate","property.crime.rate","burglary.rate","larceny.theft.rate","motor.vehicle.theft.rate","violent.nr.crime.rate","aggregate.crime.rate","violent.crime.rate.chg","murder.and.nonnegligent.manslaughter.rate.chg","legacy.rape.rate.chg","revised.rape.rate.chg","robbery.rate.chg","aggravated.assault.rate.chg","property.crime.rate.chg","burglary.rate.chg","larceny.theft.rate.chg","motor.vehicle.theft.rate.chg","violent.nr.crime.rate.chg","aggregate.crime.rate.chg"
1999,"Kansas",2654052,10159,160,1065,NA,2047,6887,107644,21874,79722,6048,9094,116738,382.773208663583,6.02851790394461,40.1273222981313,NA,77.1273509335914,259.490017527916,4055.83613282633,824.173753943028,3003.7844021142,227.877976769106,342.645886365452,4398.48201919179,-34.5717894345531,-0.551930935918456,-2.77872562883712,NA,-9.86390049280651,-21.377232376991,-398.861470825244,-126.149562907486,-241.89836699953,-30.8135409182273,-31.793063805716,-430.65453463096
2000,"Kansas",2688418,10470,169,1022,NA,2048,7231,108057,21484,80077,6496,9448,117505,389.44836703221,6.28622483557244,38.0149217867162,NA,76.1786299600732,268.968590449848,4019.35264531036,799.131682647565,2978.59187075819,241.629091904607,351.433445245494,4370.78609055586,6.67515836862691,0.257706931627835,-2.11240051141511,NA,-0.948720973518178,9.47857292193237,-36.4834875159704,-25.0420712954631,-25.1925313560082,13.7511151355008,8.78755888004207,-27.695928635927
2001,"Kansas",2702125,10909,92,945,NA,2423,7449,105537,20514,77038,7985,9964,115501,403.719294999306,3.40472776055882,34.9724753666096,NA,89.6701669981959,275.671924873942,3905.7038441967,759.180274783735,2851.01540454272,295.508164870241,368.746819632696,4274.45066382939,14.2709279670961,-2.88149707501363,-3.04244642010659,NA,13.4915370381227,6.70333442409361,-113.648801113667,-39.9514078638294,-127.576466215472,53.8790729656339,17.3133743872027,-96.3354267264658
2002,"Kansas",2711769,10229,78,1035,NA,2165,6951,100768,19679,73877,7212,9194,109962,377.207645636483,2.87635119363043,38.1669677616346,NA,79.8371837719216,256.327142909296,3715.95073179168,725.688655634016,2724.31021963891,265.951856518752,339.040677874848,4054.99140966653,-26.5116493628231,-0.528376566928389,3.19449239502495,NA,-9.83298322627429,-19.3447819646453,-189.753112405015,-33.491619149719,-126.705184903807,-29.5563083514888,-29.706141757848,-219.459254162862
2003,"Kansas",2724786,10831,125,1085,NA,2247,7374,109276,21973,79471,7832,9746,119022,397.499106351838,4.58751623063242,39.8196408818894,NA,82.4651917618484,270.626757477468,4010.44338894871,806.41195308549,2916.59601891671,287.435416946505,357.679465469949,4368.12285441866,20.2914607153552,1.71116503700199,1.65267312025487,NA,2.62800798992687,14.2996145681715,294.492657157028,80.7232974514739,192.2857992778,21.483560427753,18.6387875951004,313.131444752127
2004,"Kansas",2733697,10330,122,1142,NA,1812,7254,109771,20146,81115,8510,9188,118959,377.876553253707,4.46282086127321,41.7749297014263,NA,66.2838639395661,265.354938751442,4015.47794067887,736.950730091886,2967.22716526374,311.300045323238,336.101623552281,4351.57956423115,-19.6225530981309,-0.124695369359211,1.95528881953687,NA,-16.1813278222824,-5.27181872602625,5.03455173015755,-69.4612229936034,50.6311463470288,23.8646283767329,-21.5778419176679,-16.5432901875092
2005,"Kansas",2748172,10701,101,1098,NA,1795,7707,104588,19028,76222,9338,9603,114191,389.386108293076,3.6751702586301,39.9538311284738,NA,65.3161446954557,280.440962210517,3805.72977237233,692.387521596174,2773.55274706241,339.789503713741,349.432277164603,4155.16204953693,11.5095550393689,-0.787650602643113,-1.82109857295254,NA,-0.967719244110341,15.086023459075,-209.748168306542,-44.5632084957127,-193.674418201333,28.4894583905033,13.3306536123215,-196.417514694221
2006,"Kansas",2764075,11960,125,1279,NA,1878,8678,104260,20086,75450,8724,10681,114941,432.69448187911,4.52230854806762,46.2722610638279,NA,67.9431636261679,313.956748641046,3771.96711377224,726.680715971889,2729.66543961361,315.620958186735,386.422220815282,4158.38933458752,43.3083735860334,0.847138289437518,6.3184299353541,NA,2.62701893071214,33.5157864305297,-33.7626586000874,34.2931943757156,-43.8873074487969,-24.1685455270062,36.9899436506793,3.22728505059149
2007,"Kansas",2775997,12730,106,1287,NA,2022,9315,102961,20461,73900,8600,11443,114404,458.573982608771,3.81844793059935,46.3617215724657,NA,72.8386954308668,335.555117674839,3708.97374889094,737.068519886729,2662.10662331407,309.798605690136,412.212261036305,4121.18600992724,25.8795007296611,-0.703860617468269,0.0894605086378135,NA,4.89553180469893,21.5983690337927,-62.9933648812994,10.3878039148395,-67.55881629954,-5.82235249659931,25.7900402210234,-37.2033246602759
2008,"Kansas",2802134,11554,113,1226,NA,1681,8534,94882,19651,67826,7405,10328,105210,412.328603842643,4.03264083730471,43.7523687304033,NA,59.9899933407896,304.553600934145,3386.06219402784,701.286947733406,2420.51236664628,264.262879648154,368.576235112239,3754.63842914008,-46.245378766128,0.214192906705363,-2.60935284206235,NA,-12.8487020900773,-31.0015167406938,-322.911554863102,-35.7815721533229,-241.594256667796,-45.5357260419819,-43.6360259240657,-366.547580787168
