"Year","Violent_sum","Homicide_sum","ForRape_sum","Robbery_sum","AggAssault_sum","Property_sum","Burglary_sum","VehicleTheft_sum","LTtotal_sum","ViolentClr_sum","HomicideClr_sum","ForRapeClr_sum","RobberyClr_sum","AggAssaultClr_sum","PropertyClr_sum","BurglaryClr_sum","VehicleTheftClr_sum","LTtotalClr_sum","TotalStructural_sum","TotalMobile_sum","TotalOther_sum","GrandTotal_sum","GrandTotClr_sum","RAPact_sum","ARAPact_sum","FROBact_sum","KROBact_sum","OROBact_sum","SROBact_sum","HROBnao_sum","CHROBnao_sum","GROBnao_sum","CROBnao_sum","RROBnao_sum","BROBnao_sum","MROBnao_sum","FASSact_sum","KASSact_sum","OASSact_sum","HASSact_sum","FEBURact_sum","UBURact_sum","RESDBUR_sum","RNBURnao_sum","RDBURnao_sum","RUBURnao_sum","NRESBUR_sum","NNBURnao_sum","NDBURnao_sum","NUBURnao_sum","MVTact_sum","TMVTact_sum","OMVTact_sum","PPLARnao_sum","PSLARnao_sum","SLLARnao_sum","MVLARnao_sum","MVPLARnao_sum","BILARnao_sum","FBLARnao_sum","COMLARnao_sum","AOLARnao_sum","LT400nao_sum","LT200400nao_sum","LT50200nao_sum","LT50nao_sum","Violent_nr_sum","TotalCrime_sum","TOTAL_POP","Violent_sum_chg","Homicide_sum_chg","ForRape_sum_chg","Robbery_sum_chg","AggAssault_sum_chg","Property_sum_chg","Burglary_sum_chg","VehicleTheft_sum_chg","LTtotal_sum_chg","ViolentClr_sum_chg","HomicideClr_sum_chg","ForRapeClr_sum_chg","RobberyClr_sum_chg","AggAssaultClr_sum_chg","PropertyClr_sum_chg","BurglaryClr_sum_chg","VehicleTheftClr_sum_chg","LTtotalClr_sum_chg","TotalStructural_sum_chg","TotalMobile_sum_chg","TotalOther_sum_chg","GrandTotal_sum_chg","GrandTotClr_sum_chg","RAPact_sum_chg","ARAPact_sum_chg","FROBact_sum_chg","KROBact_sum_chg","OROBact_sum_chg","SROBact_sum_chg","HROBnao_sum_chg","CHROBnao_sum_chg","GROBnao_sum_chg","CROBnao_sum_chg","RROBnao_sum_chg","BROBnao_sum_chg","MROBnao_sum_chg","FASSact_sum_chg","KASSact_sum_chg","OASSact_sum_chg","HASSact_sum_chg","FEBURact_sum_chg","UBURact_sum_chg","RESDBUR_sum_chg","RNBURnao_sum_chg","RDBURnao_sum_chg","RUBURnao_sum_chg","NRESBUR_sum_chg","NNBURnao_sum_chg","NDBURnao_sum_chg","NUBURnao_sum_chg","MVTact_sum_chg","TMVTact_sum_chg","OMVTact_sum_chg","PPLARnao_sum_chg","PSLARnao_sum_chg","SLLARnao_sum_chg","MVLARnao_sum_chg","MVPLARnao_sum_chg","BILARnao_sum_chg","FBLARnao_sum_chg","COMLARnao_sum_chg","AOLARnao_sum_chg","LT400nao_sum_chg","LT200400nao_sum_chg","LT50200nao_sum_chg","LT50nao_sum_chg","Violent_nr_sum_chg","TotalCrime_sum_chg","Violent_rate","Homicide_rate","ForRape_rate","Robbery_rate","AggAssault_rate","Property_rate","Burglary_rate","VehicleTheft_rate","LTtotal_rate","ViolentClr_rate","HomicideClr_rate","ForRapeClr_rate","RobberyClr_rate","AggAssaultClr_rate","PropertyClr_rate","BurglaryClr_rate","VehicleTheftClr_rate","LTtotalClr_rate","TotalStructural_rate","TotalMobile_rate","TotalOther_rate","GrandTotal_rate","GrandTotClr_rate","RAPact_rate","ARAPact_rate","FROBact_rate","KROBact_rate","OROBact_rate","SROBact_rate","HROBnao_rate","CHROBnao_rate","GROBnao_rate","CROBnao_rate","RROBnao_rate","BROBnao_rate","MROBnao_rate","FASSact_rate","KASSact_rate","OASSact_rate","HASSact_rate","FEBURact_rate","UBURact_rate","RESDBUR_rate","RNBURnao_rate","RDBURnao_rate","RUBURnao_rate","NRESBUR_rate","NNBURnao_rate","NDBURnao_rate","NUBURnao_rate","MVTact_rate","TMVTact_rate","OMVTact_rate","PPLARnao_rate","PSLARnao_rate","SLLARnao_rate","MVLARnao_rate","MVPLARnao_rate","BILARnao_rate","FBLARnao_rate","COMLARnao_rate","AOLARnao_rate","LT400nao_rate","LT200400nao_rate","LT50200nao_rate","LT50nao_rate","Violent_nr_rate","TotalCrime_rate","Violent_rate_chg","Homicide_rate_chg","ForRape_rate_chg","Robbery_rate_chg","AggAssault_rate_chg","Property_rate_chg","Burglary_rate_chg","VehicleTheft_rate_chg","LTtotal_rate_chg","ViolentClr_rate_chg","HomicideClr_rate_chg","ForRapeClr_rate_chg","RobberyClr_rate_chg","AggAssaultClr_rate_chg","PropertyClr_rate_chg","BurglaryClr_rate_chg","VehicleTheftClr_rate_chg","LTtotalClr_rate_chg","TotalStructural_rate_chg","TotalMobile_rate_chg","TotalOther_rate_chg","GrandTotal_rate_chg","GrandTotClr_rate_chg","RAPact_rate_chg","ARAPact_rate_chg","FROBact_rate_chg","KROBact_rate_chg","OROBact_rate_chg","SROBact_rate_chg","HROBnao_rate_chg","CHROBnao_rate_chg","GROBnao_rate_chg","CROBnao_rate_chg","RROBnao_rate_chg","BROBnao_rate_chg","MROBnao_rate_chg","FASSact_rate_chg","KASSact_rate_chg","OASSact_rate_chg","HASSact_rate_chg","FEBURact_rate_chg","UBURact_rate_chg","RESDBUR_rate_chg","RNBURnao_rate_chg","RDBURnao_rate_chg","RUBURnao_rate_chg","NRESBUR_rate_chg","NNBURnao_rate_chg","NDBURnao_rate_chg","NUBURnao_rate_chg","MVTact_rate_chg","TMVTact_rate_chg","OMVTact_rate_chg","PPLARnao_rate_chg","PSLARnao_rate_chg","SLLARnao_rate_chg","MVLARnao_rate_chg","MVPLARnao_rate_chg","BILARnao_rate_chg","FBLARnao_rate_chg","COMLARnao_rate_chg","AOLARnao_rate_chg","LT400nao_rate_chg","LT200400nao_rate_chg","LT50200nao_rate_chg","LT50nao_rate_chg","Violent_nr_rate_chg","TotalCrime_rate_chg"
1985,202066,2781,11442,86464,101379,1519041,449065,177330,892646,89162,1838,5650,22035,59639,253221,60229,25848,167144,NA,NA,NA,NA,NA,8324,3118,29829,12293,7684,36658,45193,12292,2797,5248,8003,2029,10902,19434,19348,33015,29582,308102,140963,300723,79357,144177,77189,148342,67610,33036,47696,121958,35510,19862,7895,10598,135550,255788,121283,81479,131453,4881,143719,202773,138609,228142,323122,190624,1709665,26441107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764.211574046427,10.5177139519915,43.2735286007503,327.005975960084,383.414355533602,5744.99774158472,1698.35930091732,670.660271523428,3375.97816914398,337.209784749179,6.951297462697,21.3682430164516,83.3361477641613,225.554096505869,957.679268118389,227.785470555374,97.7568753078303,632.136922255184,NA,NA,NA,NA,NA,31.4812840476006,11.7922445531498,112.812977157121,46.4920020179185,29.0608105023742,138.64018628267,170.919470202212,46.4882200280041,10.5782257906222,19.8478830708563,30.267265285073,7.6736575363505,41.2312540469656,73.4991919967647,73.1739408641249,124.862397024451,111.87882564826,1165.23865661146,533.120644305853,1137.33135303299,300.127373638328,545.275959890787,291.928019503873,561.02794788433,255.70033811368,124.941818812654,180.385790957996,461.243925982373,134.29846186092,75.1178836801349,29.858810374316,40.0815291129831,512.648732899118,967.387636228695,458.691082790142,308.152756236719,497.153920219755,18.4598927722655,543.543808509984,766.885440915919,524.217840047317,862.830743054744,1222.044145126,720.938045445677,6465.9357870304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,248352,3030,12118,92513,140691,1576402,457743,205602,913057,112858,1887,5846,22833,82292,251390,58395,28851,164144,NA,NA,NA,NA,NA,8733,3385,30256,12904,9484,39869,51022,13423,2526,4509,7759,2331,10943,23176,21774,42917,52824,314734,143009,304264,79227,146608,78429,153479,69819,36519,47141,139745,44541,21316,6970,10439,145032,271568,123257,73235,131648,5523,145385,205871,149824,230641,326721,236234,1812636,27102238,46286,249,676,6049,39312,57361,8678,28272,20411,23696,49,196,798,22653,-1831,-1834,3003,-3000,NA,NA,NA,NA,NA,409,267,427,611,1800,3211,5829,1131,-271,-739,-244,302,41,3742,2426,9902,23242,6632,2046,3541,-130,2431,1240,5137,2209,3483,-555,17787,9031,1454,-925,-159,9482,15780,1974,-8244,195,642,1666,3098,11215,2499,3599,45610,102971,916.352369129074,11.1798885390941,44.7121746919941,341.348194197099,519.112111700886,5816.5012055462,1688.94908235991,758.616317958687,3368.9358052276,416.415795625439,6.96252464464374,21.5701743892884,84.2476551198466,303.63544147166,927.561775525696,215.461911300462,106.452463446008,605.647400779227,NA,NA,NA,NA,NA,32.2224312250523,12.4897434669417,111.636537174531,47.6123041942145,34.9934201005836,147.10593272777,188.257515855333,49.5272752014059,9.32026351476952,16.6370024497608,28.6286320709013,8.60076573750109,40.3767393674279,85.5132332614008,80.3402287294503,158.352236446304,194.906413263731,1161.28417144001,527.664910919903,1122.65267539898,292.326412305877,540.944257075744,289.382006017363,566.296406960931,257.613411851818,134.745329887517,173.937665221595,515.621625048086,164.344361524683,78.6503313859173,25.7174333721075,38.5171143431033,535.129239142539,1002.01319167812,454.785320680897,270.217537016685,485.745863496586,20.3783908915566,536.431714606004,759.608855918098,552.810435802386,851.003522292144,1205.51299121497,871.640194437079,6688.14139998328,152.140795082646,0.662174587102582,1.43864609124373,14.3422182370155,135.697756167285,71.5034639614769,-9.41021855740337,87.9560464352592,-7.04236391637914,79.2060108762601,0.011227181946734,0.201931372836825,0.911507355685259,78.0813449657913,-30.1174925926921,-12.3235592549127,8.69558813817736,-26.4895214759567,NA,NA,NA,NA,NA,0.741147177451762,0.697498913791971,-1.17643998258981,1.12030217629598,5.93260959820937,8.46574644509991,17.3380456531206,3.03905517340175,-1.25796227585264,-3.21088062109551,-1.63863321417167,0.927108201150586,-0.854514679537694,12.014041264636,7.16628786532537,33.4898394218525,83.0275876154707,-3.95448517145314,-5.45573338595034,-14.6786776340041,-7.80096133245092,-4.33170281504272,-2.54601348651045,5.26845907660038,1.91307373813794,9.80351107486294,-6.44812573640047,54.3776990657137,30.0458996637631,3.53244770578242,-4.14137700220853,-1.56441476987973,22.4805062434207,34.6255554494239,-3.90576210924456,-37.9352192200341,-11.4080567231683,1.91849811929108,-7.11209390398005,-7.27658499782126,28.5925957550693,-11.8272207626001,-16.5311539110273,150.702148991403,222.205612952879
1987,254137,2929,12114,83373,155721,1546647,420182,229695,896770,125646,1925,6250,23009,94462,266286,57424,33627,175235,NA,NA,NA,NA,NA,8814,3300,28032,11908,7022,36411,43137,11756,2269,4069,7084,2207,12851,25447,22121,43847,64306,284652,135530,277055,72046,131792,73217,143127,64408,32318,46401,152502,55553,21640,6180,8918,148150,275632,118949,63720,125962,5184,144075,214326,148617,218430,315397,242023,1788670,27777160,5785,-101,-4,-9140,15030,-29755,-37561,24093,-16287,12788,38,404,176,12170,14896,-971,4776,11091,NA,NA,NA,NA,NA,81,-85,-2224,-996,-2462,-3458,-7885,-1667,-257,-440,-675,-124,1908,2271,347,930,11482,-30082,-7479,-27209,-7181,-14816,-5212,-10352,-5411,-4201,-740,12757,11012,324,-790,-1521,3118,4064,-4308,-9515,-5686,-339,-1310,8455,-1207,-12211,-11324,5789,-23966,914.9135476773,10.5446345126716,43.611369916867,300.149475324331,560.608067923431,5568.05303349946,1512.68884219985,826.920390709489,3228.44380059013,452.335659945077,6.93015412662778,22.5005004111291,82.8342422335473,340.070763173773,958.65092039647,206.730997697389,121.059892372006,630.860030327074,NA,NA,NA,NA,NA,31.7311056997908,11.8802642170762,100.917444403964,42.8697534233161,25.2797622219118,131.08251527514,155.29665379758,42.3225412533175,8.16858166925632,14.6487257876615,25.5029671859902,7.94537670517792,46.2646289253473,91.6112374339205,79.637371135134,157.852710644285,231.506748710091,1024.7699908846,487.918851315253,997.420182624861,259.371368419234,474.461752029365,263.587062176263,515.268659574989,231.873956876801,116.347387565899,167.047315132289,549.019410191683,199.995247894313,77.9057326234935,22.2484948065245,32.105514026632,533.351861745405,992.297268691256,428.225923744544,229.397101791544,453.473285245864,18.662815061007,518.681535477349,771.590760178506,535.033099136125,786.36548876847,1135.45445250702,871.302177760433,6439.3552112599,-1.43882145177315,-0.635254026422515,-1.10080477512712,-41.1987188727679,41.4959562225446,-248.448172046735,-176.260240160064,68.3040727508026,-140.492004637473,35.9198643196385,-0.032370518015961,0.930326021840699,-1.4134128862993,36.435321702113,31.0891448707731,-8.73091360307279,14.6074289259987,25.2126295478473,NA,NA,NA,NA,NA,-0.49132552526158,-0.609479249865544,-10.7190927705679,-4.74255077089838,-9.71365787867176,-16.0234174526298,-32.9608620577522,-7.2047339480884,-1.15168184551319,-1.98827666209927,-3.12566488491108,-0.655389032323164,5.88788955791942,6.09800417251977,-0.702857594316271,-0.499525802019065,36.6003354463601,-136.514180555414,-39.7460596046494,-125.232492774122,-32.9550438866431,-66.4825050463789,-25.7949438411,-51.0277473859417,-25.7394549750173,-18.3979423216176,-6.89035008930682,33.3977851435963,35.6508863696303,-0.744598762423735,-3.468938565583,-6.41160031647137,-1.77737739713348,-9.71592298686323,-26.5593969363532,-40.8204352251409,-32.2725782507226,-1.71557583054967,-17.7501791286551,11.9819042604083,-17.7773366662617,-64.6380335236739,-70.0585387079452,-0.338016676645907,-248.78618872338
1988,261990,2947,11771,86190,161082,1606245,407555,265975,932715,125739,1900,6099,23233,94507,274288,55429,37313,181546,NA,NA,NA,NA,NA,8646,3125,28146,12041,7794,38209,45127,11968,2124,4410,7166,2305,13090,27194,22790,46830,64268,272659,134896,265415,66419,126463,72533,142140,57215,37460,47465,176223,67351,22401,4799,8996,157982,303316,118238,65936,120223,5107,148118,232283,150083,219350,330999,250219,1856464,28464250,7853,18,-343,2817,5361,59598,-12627,36280,35945,93,-25,-151,224,45,8002,-1995,3686,6311,NA,NA,NA,NA,NA,-168,-175,114,133,772,1798,1990,212,-145,341,82,98,239,1747,669,2983,-38,-11993,-634,-11640,-5627,-5329,-684,-987,-7193,5142,1064,23721,11798,761,-1381,78,9832,27684,-711,2216,-5739,-77,4043,17957,1466,920,15602,8196,67794,920.417716960749,10.3533379590188,41.3536277962708,302.800881807882,565.909869397578,5643.02590091079,1431.81359073223,934.417734526643,3276.79457565191,441.743590644405,6.67503974283531,21.4268775745014,81.6216833396278,332.01998998744,963.622789990954,194.731988371378,131.087241012849,637.803560606726,NA,NA,NA,NA,NA,30.3749440087127,10.9786837875581,98.8819308430751,42.3021860755158,27.3817156608729,134.235049228418,158.539220249963,42.0457240222384,7.46199179672747,15.493118561002,25.1754393669252,8.09787716170284,45.9875106493233,95.5373846140334,80.0653451259035,164.52216376683,225.78497589081,957.899821706175,473.913769026059,932.450354391913,233.341823515462,444.287132104306,254.821398772144,499.363236340322,201.006525729643,131.603678298216,166.753032312462,619.102909790351,236.616106168264,78.6987185680283,16.8597451188772,31.6045565929192,555.01901508032,1065.60334454623,415.391236375453,231.644958149257,422.36489631731,17.9418041929789,520.365019278569,816.051713992113,527.268415644185,770.615772416277,1162.85867359934,879.064089164478,6522.08999007527,5.50416928344873,-0.191296553652792,-2.2577421205962,2.6514064835506,5.30180147414694,74.9728674113276,-80.8752514676162,107.497343817154,48.3507750617896,-10.5920693006724,-0.255114383792466,-1.07362283662779,-1.21255889391949,-8.05077318633261,4.97186959448402,-11.9990093260107,10.0273486408431,6.94353027965144,NA,NA,NA,NA,NA,-1.35616169107808,-0.901580429518111,-2.03551356088845,-0.567567347800356,2.10195343896104,3.15253395327838,3.24256645238222,-0.276817231079058,-0.70658987252885,0.84439277334044,-0.32752781906504,0.152500456524916,-0.277118276024026,3.92614718011286,0.427973990769502,6.66945312254558,-5.72177281928089,-66.8701691784221,-14.0050822891942,-64.9698282329489,-26.0295449037713,-30.1746199250588,-8.76566340411881,-15.9054232346674,-30.8674311471576,15.2562907323167,-0.294282819826407,70.0834995986684,36.6208582739505,0.792985944534763,-5.38874968764731,-0.500957433712763,21.6671533349148,73.3060758549733,-12.8346873690907,2.24785635771357,-31.1083889285536,-0.721010868028042,1.68348380121972,44.4609538136066,-7.76468349193954,-15.7497163521938,27.4042210923155,7.76191140404489,82.7347788153711
1989,284015,3159,11956,96424,172476,1680633,410148,298392,972093,127540,1916,5763,23941,95920,282155,52188,38462,191505,NA,NA,NA,NA,NA,9001,2955,31650,13255,8718,42801,52182,13156,2381,4923,7492,2401,13889,33239,24514,50837,63886,275897,134251,259861,63315,124446,72100,150287,60095,39247,50945,204900,72185,21307,5088,8630,175350,325187,115522,73226,118527,5028,145535,250225,156462,224012,341394,272059,1952692,29218165,22025,212,185,10234,11394,74388,2593,32417,39378,1801,16,-336,708,1413,7867,-3241,1149,9959,NA,NA,NA,NA,NA,355,-170,3504,1214,924,4592,7055,1188,257,513,326,96,799,6045,1724,4007,-382,3238,-645,-5554,-3104,-2017,-433,8147,2880,1787,3480,28677,4834,-1094,289,-366,17368,21871,-2716,7290,-1696,-79,-2583,17942,6379,4662,10395,21840,96228,972.049408304731,10.8117672687522,40.9197497515672,330.013880063994,590.304011220417,5752.01420075491,1403.7431851042,1021.25509935343,3327.01591629728,436.509274281941,6.5575644466379,19.7240312661661,81.9387528272224,328.288925741914,965.683505449435,178.614913017296,131.637287967947,655.431304464192,NA,NA,NA,NA,NA,30.8061782798475,10.1135714717197,108.323024392531,45.3656141650237,29.8376027378858,146.487638768554,178.594377846795,45.026783851758,8.14904016046182,16.8491073960326,25.6415828988576,8.21749072879834,47.5354971812912,113.761422046867,83.8998616100635,173.991077126164,218.651650437322,944.26532261694,459.477862487257,889.381656924725,216.697386711315,425.919971360282,246.764298853128,514.361528179473,205.676845209136,134.323972775155,174.360710195182,701.276072607571,247.055213768558,72.9238129773037,17.4138245848088,29.5364202372052,600.140357890374,1112.96174828228,395.37732776853,250.618065850473,405.662025661091,17.2084728797993,498.097673142718,856.402173100193,535.495641153371,766.687435709943,1168.43066633377,931.129658553164,6683.14385930807,51.6316913439819,0.458429309733392,-0.43387804470354,27.2129982561126,24.3941418228395,108.988299844114,-28.0704056280365,86.83736482679,50.2213406453611,-5.23431636246414,-0.117475296197406,-1.70284630833525,0.317069487594594,-3.73106424552611,2.0607154584817,-16.1170753540822,0.550046955097883,17.6277438574662,NA,NA,NA,NA,NA,0.431234271134805,-0.865112315838344,9.44109354945606,3.06342808950793,2.45588707701298,12.2525895401357,20.0551575968323,2.98105982951955,0.687048363734348,1.35598883503061,0.466143531932431,0.119613567095497,1.54798653196789,18.2240374328337,3.83451648415992,9.46891335933418,-7.13332545348831,-13.6344990892347,-14.4359065388015,-43.0686974671879,-16.6444368041477,-18.3671607440241,-8.05709991901614,14.9982918391518,4.67031947949286,2.72029447693927,7.60767788271954,82.1731628172203,10.4391076002943,-5.77490559072464,0.554079465931608,-2.06813635571401,45.1213428100539,47.3584037360467,-20.0139086069232,18.9731077012161,-16.702870656219,-0.733331313179654,-22.2673461358509,40.3504591080801,8.22722550918627,-3.92833670633377,5.57199273442916,52.0655693886854,161.053869232801
1990,311923,3562,12716,112460,183185,1660912,402533,303209,955170,149009,2206,6480,29807,110516,290056,54520,38298,197238,NA,NA,NA,NA,NA,9786,2930,38658,15217,9799,48786,61450,15175,2743,5555,8633,2985,15919,37125,26034,52914,67112,270551,131982,252919,61848,119770,71301,149614,60526,38742,50346,213157,70676,19376,5973,8674,178188,314904,109172,74620,116481,4923,142235,253853,152756,215379,333182,299207,1960119,29811427,27908,403,760,16036,10709,-19721,-7615,4817,-16923,21469,290,717,5866,14596,7901,2332,-164,5733,NA,NA,NA,NA,NA,785,-25,7008,1962,1081,5985,9268,2019,362,632,1141,584,2030,3886,1520,2077,3226,-5346,-2269,-6942,-1467,-4676,-799,-673,431,-505,-599,8257,-1509,-1931,885,44,2838,-10283,-6350,1394,-2046,-105,-3300,3628,-3706,-8633,-8212,27148,7427,1046.32025833584,11.9484384293311,42.6547846904477,377.237896059119,614.479139156941,5571.39381486166,1350.26411181189,1017.08985618166,3204.03984686812,499.83853506912,7.39984704522866,21.7366313930561,99.9851499896332,370.716906641202,972.969190639549,182.882892523058,128.467516835071,661.618781281419,NA,NA,NA,NA,NA,32.8263387056245,9.8284459848232,129.675107468019,51.0441851710084,32.8699461451476,163.648657274944,206.129012207299,50.9032995971645,9.20116973937544,18.6337943500658,28.9586942617675,10.0129389981902,53.3989869052562,124.532784022717,87.3289292726578,177.495696532742,225.121729328824,907.541259262765,442.722852549125,848.396153595734,207.464070740391,401.758694744804,239.173388110539,501.867958216157,203.029529582733,129.956878615707,168.881550017716,715.017768186676,237.076876595005,64.9952113999776,20.0359412516549,29.0962254171865,597.717110287944,1056.31977966033,366.208568278198,250.30670286263,390.726012545458,16.5138019055579,477.115704659156,851.529180404548,512.407540907049,722.471285926702,1117.63183962982,1003.66547364539,6575.05928850705,74.2708500311077,1.13667116057898,1.73503493888051,47.2240159951241,24.1751279365243,-180.620385893243,-53.4790732923077,-4.16524317177493,-122.97606942916,63.329260787179,0.842282598590758,2.01260012688999,18.0463971624108,42.4279808992874,7.28568519011378,4.26797950576244,-3.16977113287601,6.18747681722732,NA,NA,NA,NA,NA,2.02016042577704,-0.285125486896531,21.3520830754877,5.67857100598471,3.03234340726179,17.1610185063898,27.5346343605039,5.87651574540657,1.05212957891362,1.78468695403326,3.31711136290987,1.79544826939185,5.863489723965,10.7713619758501,3.42906766259429,3.5046194065778,6.47007889150206,-36.7240633541751,-16.7550099381326,-40.9855033289911,-9.23331597092377,-24.1612766154784,-7.59091074258887,-12.4935699633168,-2.6473156264027,-4.36709415944878,-5.4791601774653,13.7416955791042,-9.97833717355306,-7.92860157732608,2.62211666684615,-0.440194820018672,-2.42324760242968,-56.6419686219463,-29.1687594903328,-0.311362987843012,-14.9360131156335,-0.694670974241369,-20.9819684835615,-4.87299269564551,-23.0881002463227,-44.2161497832409,-50.7988267039516,72.5358150922274,-108.084570801017
1991,330916,3876,12942,125105,188993,1726455,426066,316631,983758,155230,2362,6878,30845,115145,282259,54920,35320,192019,NA,NA,NA,NA,NA,10090,2852,44933,15128,13672,51372,66978,17228,3007,6496,10077,3744,17575,40063,24878,54307,69745,291458,134608,266516,65880,124677,75959,159550,64480,41570,53500,226778,70924,18929,5556,8630,174685,342882,106812,77035,120210,5300,142648,263753,159344,217943,342718,317974,2044429,30428825,18993,314,226,12645,5808,65543,23533,13422,28588,6221,156,398,1038,4629,-7797,400,-2978,-5219,NA,NA,NA,NA,NA,304,-78,6275,-89,3873,2586,5528,2053,264,941,1444,759,1656,2938,-1156,1393,2633,20907,2626,13597,4032,4907,4658,9936,3954,2828,3154,13621,248,-447,-417,-44,-3503,27978,-2360,2415,3729,377,413,9900,6588,2564,9536,18767,84310,1087.50830832278,12.7379220196639,42.5320399325311,411.139766323544,621.098580047044,5673.74849341044,1400.20523303151,1040.5626901466,3232.98057023234,510.141288728697,7.76237662808209,22.6035675054821,101.367699870107,378.407644725026,927.60400705581,180.486758854474,116.074150086308,631.043098115027,NA,NA,NA,NA,NA,33.1593480852448,9.37269184728625,147.665905601021,49.7160176247358,44.9310809733863,168.8267621244,220.113658677258,56.6173685641822,9.8820772737692,21.3481789060209,33.1166254365721,12.3041228177559,57.7577346479859,131.661344136686,81.7580041293083,178.472221651674,229.207010129376,957.835210528175,442.370022503334,875.866879513093,216.505238043204,409.733205274933,249.628436194957,524.338353518416,211.904337416907,136.613885025137,175.820131076372,745.273601593226,233.081625728236,62.2074628251337,18.259002771221,28.3612660035345,574.077375646283,1126.83286324727,351.022426925785,253.164556962025,395.053045919453,17.4176952281266,468.792337528643,866.786673491336,523.661363854832,716.238632283698,1126.29390060247,1044.97626839025,6718.72476180069,41.1880499869442,0.789483590332781,-0.122744757916649,33.901870264425,6.61944089010285,102.354678548779,49.9411212196185,23.4728339649381,28.9407233642214,10.3027536595775,0.362529582853427,0.866936112425964,1.38254988047355,7.69073808382467,-45.3651835837394,-2.39613366858404,-12.3933667487634,-30.575683166392,NA,NA,NA,NA,NA,0.3330093796203,-0.455754137536953,17.9907981330025,-1.32816754627266,12.0611348282386,5.17810484945656,13.9846464699586,5.71406896701761,0.680907534393755,2.71438455595503,4.1579311748046,2.29118381956567,4.35874774272975,7.12856011396899,-5.57092514334944,0.976525118931733,4.08528080055154,50.2939512654099,-0.352830045791279,27.4707259173596,9.04116730281319,7.97451053012873,10.4550480844176,22.4703953022591,8.87480783417303,6.65700640942984,6.93858105865613,30.2558334065506,-3.99525086676871,-2.78774857484385,-1.77693848043391,-0.734959413652028,-23.6397346416614,70.513083586937,-15.1861413524125,2.85785409939484,4.32703337399522,0.903893322568727,-8.3233671305137,15.2574930867884,11.253822947783,-6.2326536430038,8.66206097265444,41.3107947448607,143.66547329364
