"county","year","total.pop","property.sum","violent.nr.sum","totalcrime.sum","st.le.sum","cnty.le.sum","prosecution.sum","publicdefense.sum","probationdept.sum","st.le.sum_per.crime","cnty.le.sum_per.crime","prosecution.sum_per.crime","publicdefense.sum_per.crime","probationdept.sum_per.crime"
"Nevada",2004,96512,1840,213,2053,253,253,25,12,63,1232.34291281052,1232.34291281052,121.773015099854,58.4510472479299,306.867998051632
"Nevada",2005,97250,1722,267,1989,261,261,28,12,61,1312.21719457014,1312.21719457014,140.774258421317,60.3318250377074,306.686777275013
"Nevada",2006,97549,1527,280,1807,258,258,25,13,60,1427.78085224128,1427.78085224128,138.350857775318,71.9424460431655,332.042058660764
"Nevada",2007,97794,1420,255,1675,269,269,26,13,60,1605.97014925373,1605.97014925373,155.223880597015,77.6119402985075,358.208955223881
"Nevada",2008,98200,1422,245,1667,265,265,27,13,60,1589.68206358728,1589.68206358728,161.967606478704,77.9844031193761,359.928014397121
"Nevada",2009,98591,1459,253,1712,260,260,23,13,64,1518.69158878505,1518.69158878505,134.345794392523,75.9345794392523,373.831775700935
"Nevada",2010,98764,1453,285,1738,259,259,23,12,62,1490.21864211738,1490.21864211738,132.336018411968,69.0448791714614,356.731875719217
"Nevada",2011,98714,1438,249,1687,245,245,23,12,57,1452.28215767635,1452.28215767635,136.33669235329,71.1321873147599,337.87788974511
"Nevada",2012,98173,1843,224,2067,227,227,24,12,59,1098.20996613449,1098.20996613449,116.11030478955,58.055152394775,285.437832607644
"Nevada",2013,97992,1788,415,2203,232,232,24,12,60,1053.1093962778,1053.1093962778,108.942351339083,54.4711756695415,272.355878347708
"Nevada",2014,98614,1591,296,1887,226,226,24,12,54,1197.66825649179,1197.66825649179,127.186009538951,63.5930047694754,286.168521462639
"Nevada",2015,98715,1715,272,1987,227,227,26,12,58,1142.42576748868,1142.42576748868,130.850528434826,60.3925515853045,291.897332662305
"Nevada",2016,99053,1806,204,2010,225,225,25,13,59,1119.40298507463,1119.40298507463,124.378109452736,64.6766169154229,293.532338308458
"Nevada",2017,99814,1765,263,2028,232,232,27,11,59,1143.9842209073,1143.9842209073,133.136094674556,54.2406311637081,290.927021696252
"Orange",2003,2929376,73161,7722,80883,7718,7718,642,361,1440,954.217820802888,954.217820802888,79.3739104632617,44.6323702137656,178.034939356849
"Orange",2004,2941711,74207,7790,81997,7504,7504,641,373,1403,915.155432515824,915.155432515824,78.1735917167701,45.4894691269193,171.103820871495
"Orange",2005,2940055,72006,8092,80098,7283,7283,648,378,1331,909.261155085021,909.261155085021,80.9008964019077,47.1921895677795,166.171439986017
"Orange",2006,2932261,67545,7883,75428,7521,7521,642,387,1388,997.109826589595,997.109826589595,85.1142811687967,51.3072068727793,184.016545579891
"Orange",2007,2931629,65467,7709,73176,7770,7770,724,407,1401,1061.82354870449,1061.82354870449,98.9395430195693,55.6193287416639,191.456215152509
"Orange",2008,2957593,63705,7207,70912,7904,7904,796,419,1550,1114.62093862816,1114.62093862816,112.251805054152,59.0873194945848,218.580776173285
"Orange",2009,2987177,60694,6973,67667,7789,7789,717,403,1483,1151.07807350703,1151.07807350703,105.960069162221,59.5563568652371,219.161481963143
"Orange",2010,3010232,60847,6458,67305,7516,7516,696,382,1292,1116.70752544387,1116.70752544387,103.409850679741,56.7565559765248,191.961964192853
"Orange",2011,3053465,61658,6099,67757,7369,7369,705,368,1258,1087.56290862937,1087.56290862937,104.048290213557,54.3117316292044,185.663473884617
"Orange",2012,3085386,67821,6391,74212,7434,7434,743,368,1251,1001.72478844392,1001.72478844392,100.118579205519,49.587667762626,168.571120573492
"Orange",2013,3113649,61650,5618,67268,7413,7413,750,386,1235,1102.00987096391,1102.00987096391,111.494321222572,57.3824106558839,183.593982279836
"Orange",2014,3136750,54754,5607,60361,7330,7330,734,383,1217,1214.3602657345,1214.3602657345,121.601696459635,63.4515664087739,201.620251486887
"Orange",2015,3160576,68237,6444,74681,7404,7404,776,374,1183,991.41682623425,991.41682623425,103.908624683654,50.0796722057819,158.407091495829
"Orange",2016,3177703,66054,6465,72519,7439,7439,760,385,1175,1025.800135137,1025.800135137,104.800121347509,53.0895351563039,162.026503399109
"Orange",2017,3190400,65638,6797,72435,7649,7649,760,387,1134,1055.98122454614,1055.98122454614,104.921653896597,53.4272106026092,156.554151998343
"Placer",2003,290726,7903,519,8422,679,679,93,NA,131,806.221800047495,806.221800047495,110.425077178817,NA,155.545001187366
"Placer",2004,302841,9262,582,9844,717,717,92,NA,131,728.362454286875,728.362454286875,93.4579439252336,NA,133.0759853718
"Placer",2005,312762,9725,608,10333,717,717,101,NA,136,693.893351398432,693.893351398432,97.7450885512436,NA,131.617148940288
"Placer",2006,321934,8615,741,9356,780,780,112,NA,139,833.689610944848,833.689610944848,119.709277469004,NA,148.56776400171
"Placer",2007,329023,8179,784,8963,803,803,112,NA,140,895.905388820707,895.905388820707,124.958161329912,NA,156.19770166239
"Placer",2008,337568,8344,730,9074,799,799,108,NA,143,880.537800308574,880.537800308574,119.021379766365,NA,157.593123209169
"Placer",2009,343810,7830,755,8585,785,785,108,NA,143,914.385556202679,914.385556202679,125.800815375655,NA,166.569598136284
"Placer",2010,348432,7762,722,8484,725,725,105,NA,143,854.549740688355,854.549740688355,123.762376237624,NA,168.552569542669
"Placer",2011,356445,7623,628,8251,718,718,101,NA,143,870.197551811902,870.197551811902,122.409404920616,NA,173.312325778693
"Placer",2012,360569,6875,630,7505,734,734,98,NA,143,978.014656895403,978.014656895403,130.579613590939,NA,190.53964023984
"Placer",2013,365822,7209,606,7815,775,775,102,0,145,991.682661548305,991.682661548305,130.518234165067,0,185.54062699936
"Placer",2014,369727,6643,538,7181,783,783,101,0,144,1090.37738476535,1090.37738476535,140.648934688762,0,200.52917420972
"Placer",2015,373469,7227,605,7832,791,791,104,0,144,1009.95914198161,1009.95914198161,132.788559754852,0,183.861082737487
"Placer",2016,379742,7080,539,7619,829,829,109,0,149,1088.06930043313,1088.06930043313,143.063394146213,0,195.563722273264
"Placer",2017,386166,6969,596,7565,860,860,114,0,145,1136.81427627231,1136.81427627231,150.693985459352,0,191.672174487773
"Plumas",2003,20957,575,46,621,71,71,10,NA,14,1143.31723027375,1143.31723027375,161.030595813204,NA,225.442834138486
"Plumas",2004,21000,459,49,508,73,73,9,NA,14,1437.00787401575,1437.00787401575,177.165354330709,NA,275.590551181102
"Plumas",2005,21010,616,32,648,70,70,10,NA,15,1080.24691358025,1080.24691358025,154.320987654321,NA,231.481481481481
"Plumas",2006,20762,538,33,571,70,70,10,NA,15,1225.91943957968,1225.91943957968,175.131348511384,NA,262.697022767075
"Plumas",2007,20667,446,129,575,73,73,10,NA,11,1269.5652173913,1269.5652173913,173.913043478261,NA,191.304347826087
"Plumas",2008,20410,330,125,455,68,68,10,NA,9,1494.50549450549,1494.50549450549,219.78021978022,NA,197.802197802198
"Plumas",2009,20169,333,102,435,65,65,11,NA,10,1494.25287356322,1494.25287356322,252.873563218391,NA,229.885057471264
"Plumas",2010,20007,364,96,460,63,63,11,NA,11,1369.5652173913,1369.5652173913,239.130434782609,NA,239.130434782609
"Plumas",2011,19716,386,90,476,61,61,8,NA,14,1281.51260504202,1281.51260504202,168.067226890756,NA,294.117647058824
"Plumas",2012,19377,437,93,530,54,54,9,NA,13,1018.8679245283,1018.8679245283,169.811320754717,NA,245.283018867925
"Plumas",2013,18899,390,80,470,58,58,8,0,11,1234.04255319149,1234.04255319149,170.212765957447,0,234.042553191489
"Plumas",2014,18667,312,84,396,61,61,8,0,12,1540.40404040404,1540.40404040404,202.020202020202,0,303.030303030303
"Plumas",2015,18525,298,70,368,60,60,8,0,12,1630.4347826087,1630.4347826087,217.391304347826,0,326.086956521739
"Plumas",2016,18787,359,110,469,65,65,8,0,14,1385.92750533049,1385.92750533049,170.575692963753,0,298.507462686567
"Plumas",2017,18742,304,123,427,66,66,7,0,14,1545.66744730679,1545.66744730679,163.934426229508,0,327.868852459016
"Riverside",2003,1771656,62879,8618,71497,4429,4429,463,184,768,619.4665510441,619.4665510441,64.7579618725261,25.7353455389737,107.417094423542
"Riverside",2004,1856542,70309,8029,78338,4420,4420,474,169,752,564.221705940923,564.221705940923,60.5070336235288,21.5731828742117,95.9942811917588
"Riverside",2005,1931785,74854,8126,82980,4607,4607,496,174,729,555.194022656062,555.194022656062,59.7734393829839,20.9689081706435,87.8524945770065
"Riverside",2006,2012370,73964,8862,82826,5016,5016,638,224,834,605.606935020404,605.606935020404,77.0289522613672,27.0446478159032,100.693019100283
"Riverside",2007,2075183,70746,8735,79481,5341,5341,749,249,854,671.984499440118,671.984499440118,94.2363583749575,31.3282419697789,107.447062820045
"Riverside",2008,2109712,67428,7823,75251,5799,5799,805,316,872,770.620988425403,770.620988425403,106.975322587075,41.9927974379078,115.878858752708
"Riverside",2009,2146725,61084,6860,67944,5486,5486,822,327,851,807.429647945367,807.429647945367,120.981985164253,48.127870010597,125.250206052043
"Riverside",2010,2189641,59042,6231,65273,5347,5347,786,288,793,819.174850244358,819.174850244358,120.417324161598,44.1223783187535,121.489743079068
"Riverside",2011,2235890,63242,6313,69555,5237,5237,739,241,746,752.929336496298,752.929336496298,106.246855006829,34.6488390482352,107.253252821508
"Riverside",2012,2264804,68176,6667,74843,5178,5178,717,234,791,691.848269043197,691.848269043197,95.8005424689016,31.2654490065871,105.68790668466
"Riverside",2013,2291406,65134,5862,70996,5360,5360,698,222,797,754.972111104851,754.972111104851,98.3153980505944,31.2693672882979,112.259845625106
"Riverside",2014,2321738,61434,5818,67252,5464,5464,700,213,816,812.466543745911,812.466543745911,104.086123832748,31.6719205376792,121.334681496461
"Riverside",2015,2352080,65616,6548,72164,5542,5542,677,221,875,767.972950501635,767.972950501635,93.8140901280417,30.6246882101879,121.251593592373
"Riverside",2016,2386522,65333,6947,72280,5415,5415,698,232,1008,749.169894853348,749.169894853348,96.5688987271721,32.0973990038738,139.457664637521
"Riverside",2017,2423266,61826,6758,68584,5127,5127,698,232,973,747.550449084335,747.550449084335,101.773008281815,33.827131692523,141.869823865625
"Sacramento",2003,1328531,64304,7237,71541,14684,3479,443,149,703,2052.52931885213,486.294572343132,61.9225339315917,20.8272179589326,98.2653303699976
"Sacramento",2004,1348932,67681,8715,76396,14553,3471,427,148,708,1904.94266715535,454.343159327713,55.8929786899838,19.3727420283785,92.6750091627834
"Sacramento",2005,1360816,62919,9246,72165,14349,3387,433,148,765,1988.36000831428,469.34109332779,60.0013857132959,20.5085567796023,106.007067137809
"Sacramento",2006,1369563,62633,10366,72999,14359,3486,468,156,794,1967.0132467568,477.540788229976,64.1104672666749,21.3701557555583,108.768613268675
"Sacramento",2007,1381161,55579,9163,64742,15716,3874,481,155,856,2427.4813876618,598.375088814062,74.2948935775849,23.9411819220908,132.217107905224
"Sacramento",2008,1394438,51939,8836,60775,15487,4035,484,178,879,2548.25174825175,663.924310983135,79.6380090497738,29.2883587001234,144.631838749486
"Sacramento",2009,1408601,52121,8540,60661,15489,3542,437,156,845,2553.37036975981,583.90069402087,72.0396960155619,25.7166878224889,139.298725705148
"Sacramento",2010,1418788,50664,8162,58826,15394,3464,394,153,714,2616.87009145616,588.855268078741,66.9771869581478,26.0089076258797,121.374902254105
"Sacramento",2011,1434506,45430,7133,52563,14541,3382,393,135,600,2766.39461217967,643.418374141506,74.7674219508019,25.683465555619,114.148735802751
"Sacramento",2012,1446585,48501,7634,56135,14875,3273,390,146,604,2649.86193996615,583.058697782132,69.4753718713815,26.0087289569787,107.597755411063
"Sacramento",2013,1459474,44326,7208,51534,14599,3261,391,145,648,2832.88702604106,632.786121783677,75.8722396864206,28.1367640780844,125.742228431715
"Sacramento",2014,1477522,40246,7087,47333,14609,3371,390,143,633,3086.43018612807,712.188114000803,82.3949464432848,30.2114803625378,133.733336150255
"Sacramento",2015,1496130,42018,7885,49903,14470,3397,406,145,690,2899.62527302968,680.720597960042,81.3578341983448,29.0563693565517,138.26824038635
"Sacramento",2016,1513260,39105,7365,46470,14656,3433,413,148,690,3153.86270712287,738.756186787174,88.8745427157306,31.8485044114482,148.482892188509
"Sacramento",2017,1530615,36588,7025,43613,14853,3460,422,143,623,3405.63593423979,793.341434893266,96.7601403251324,32.788388783161,142.847316167198
"San Benito",2003,55198,1621,231,1852,103,103,9,NA,19,556.155507559395,556.155507559395,48.5961123110151,NA,102.591792656587
"San Benito",2004,54849,1281,212,1493,91,91,9,NA,19,609.511051574012,609.511051574012,60.2813127930342,NA,127.260549229739
"San Benito",2005,54647,1422,184,1606,94,94,9,NA,20,585.305105853051,585.305105853051,56.0398505603985,NA,124.53300124533
"San Benito",2006,54124,1297,160,1457,99,99,9,NA,20,679.478380233356,679.478380233356,61.770761839396,NA,137.268359643102
"San Benito",2007,54072,1237,236,1473,101,101,11,NA,22,685.675492192804,685.675492192804,74.6775288526816,NA,149.355057705363
"San Benito",2008,54267,1230,223,1453,103,103,12,NA,19,708.878183069511,708.878183069511,82.5877494838266,NA,130.763936682725
"San Benito",2009,54436,1109,237,1346,101,101,13,NA,20,750.37147102526,750.37147102526,96.5824665676077,NA,148.588410104012
"San Benito",2010,55269,1262,200,1462,101,101,13,NA,20,690.834473324213,690.834473324213,88.9192886456908,NA,136.798905608755
"San Benito",2011,56034,915,180,1095,90,90,12,NA,20,821.917808219178,821.917808219178,109.58904109589,NA,182.648401826484
"San Benito",2012,56701,1023,202,1225,74,74,10,NA,18,604.081632653061,604.081632653061,81.6326530612245,NA,146.938775510204
"San Benito",2013,57370,792,224,1016,68,68,8,0,29,669.291338582677,669.291338582677,78.740157480315,0,285.433070866142
"San Benito",2014,57974,736,179,915,73,73,9,0,27,797.814207650273,797.814207650273,98.3606557377049,0,295.081967213115
"San Benito",2015,58364,725,159,884,86,86,10,0,27,972.850678733032,972.850678733032,113.122171945701,0,305.429864253394
"San Benito",2016,59335,543,137,680,87,87,11,0,33,1279.41176470588,1279.41176470588,161.764705882353,0,485.294117647059
"San Benito",2017,60310,556,155,711,93,93,11,0,35,1308.01687763713,1308.01687763713,154.711673699015,0,492.264416315049
"San Bernardino",2003,1846115,67839,9619,77458,4744,4744,435,177,1175,612.4609465775,612.4609465775,56.1594670660229,22.85109349583,151.695112189832
"San Bernardino",2004,1899065,65949,9262,75211,4610,4610,432,169,1072,612.942255787052,612.942255787052,57.4384066160535,22.4701174030394,142.53234234354
"San Bernardino",2005,1943924,65762,9187,74949,4906,4906,453,177,1104,654.578446677074,654.578446677074,60.4410999479646,23.6160589200656,147.300164111596
"San Bernardino",2006,1974140,61414,9384,70798,5206,5206,473,197,1198,735.331506539733,735.331506539733,66.8097968869177,27.8256447922258,169.213819599424
"San Bernardino",2007,1992161,61546,9734,71280,5423,5423,499,214,1250,760.802469135802,760.802469135802,70.0056116722783,30.0224466891134,175.364758698092
"San Bernardino",2008,2003735,61290,9995,71285,5550,5550,551,258,1307,778.564915480115,778.564915480115,77.2953636809988,36.1927474223189,183.348530546398
"San Bernardino",2009,2013960,56605,9538,66143,5489,5489,524,260,1265,829.868617994346,829.868617994346,79.2222910965635,39.3087703914246,191.252286712124
"San Bernardino",2010,2035210,55194,8527,63721,5387,5387,503,236,1261,845.404183864032,845.404183864032,78.937869776055,37.0364557995009,197.89394391174
"San Bernardino",2011,2062381,57234,8102,65336,4998,4998,466,228,1139,764.968776784621,764.968776784621,71.3236194441043,34.8965348353128,174.329619199216
"San Bernardino",2012,2076601,63099,8610,71709,5112,5112,476,210,1218,712.881228297703,712.881228297703,66.379394497204,29.2850269840606,169.853156507551
"San Bernardino",2013,2086732,57598,8017,65615,5143,5143,463,215,1232,783.814676522137,783.814676522137,70.563133429856,32.7668978130001,187.761944677284
"San Bernardino",2014,2104038,54778,7807,62585,5215,5215,440,229,1217,833.266757210194,833.266757210194,70.3043860349924,36.5902372773029,194.455540464968
"San Bernardino",2015,2120794,59592,9322,68914,5206,5206,440,214,1214,755.434309429143,755.434309429143,63.847694227588,31.0531967379633,176.161592709754
"San Bernardino",2016,2137131,54937,9766,64703,5009,5009,440,230,1214,774.152666800612,774.152666800612,68.0030292258473,35.5470380044202,187.626539727679
"San Bernardino",2017,2157404,52007,9371,61378,5551,5551,440,232,1299,904.395711818567,904.395711818567,71.6869236534263,37.7985597445339,211.639349604093
"San Diego",2003,2914702,96636,13150,109786,7686,7686,957,350,1535,700.089264569253,700.089264569253,87.1695844643215,31.8802033046108,139.817463064507
"San Diego",2004,2930007,97390,13089,110479,8138,8138,893,327,1206,736.610577575829,736.610577575829,80.8298409652513,29.5983852134795,109.16101702586
"San Diego",2005,2938375,97513,13032,110545,8179,8179,913,309,1247,739.879687005292,739.879687005292,82.5908001266453,27.9524175675064,112.80474015107
"San Diego",2006,2947289,93354,12801,106155,8175,8175,915,324,1276,770.100324996468,770.100324996468,86.194715274834,30.5214073760068,120.201592011681
"San Diego",2007,2975742,89820,12967,102787,8299,8299,967,343,1288,807.397822681857,807.397822681857,94.0780448889451,33.3699786938037,125.3076750951
"San Diego",2008,3022116,84294,12029,96323,8545,8545,982,332,1454,887.11937958743,887.11937958743,101.948651931522,34.4673650114718,150.950447971928
"San Diego",2009,3061203,69738,12029,81767,8178,8178,995,324,1454,1000.15898834493,1000.15898834493,121.687233235902,39.6247875059621,177.822348869348
"San Diego",2010,3095313,67850,10964,78814,7930,7930,952,385,1221,1006.16641713401,1006.16641713401,120.790722460477,48.8491892303398,154.92171441622
"San Diego",2011,3139767,65100,10349,75449,7845,7845,911,336,1219,1039.77521239513,1039.77521239513,120.743813701971,44.5333934180705,161.566091001869
"San Diego",2012,3179798,69624,11147,80771,7971,7971,887,349,1225,986.864097262631,986.864097262631,109.816642111649,43.208577335925,151.663344517215
"San Diego",2013,3216522,70276,10505,80781,8127,8127,929,348,1276,1006.0534036469,1006.0534036469,115.002290142484,43.0794369963234,157.957935653186
"San Diego",2014,3256875,59050,9822,68872,8330,8330,952,357,1339,1209.49006853293,1209.49006853293,138.227436403764,51.8352886514113,194.418631664537
"San Diego",2015,3290044,63444,9843,73287,8339,8339,957,362,1259,1137.85528129136,1137.85528129136,130.582504400508,49.3948449247479,171.79035845375
"San Diego",2016,3317200,61356,9871,71227,8491,8491,970,367,1133,1192.10411782049,1192.10411782049,136.184312128828,51.5254046920409,159.068892414393
"San Diego",2017,3337685,56797,10190,66987,8300,8300,928,381,1242,1239.04638213385,1239.04638213385,138.534342484363,56.8767074208429,185.409109230149
"San Francisco",2003,766160,39384,5544,44928,3682,3682,254,119,121,819.533475783476,819.533475783476,56.5349002849003,26.4868233618234,26.9319800569801
"San Francisco",2004,761325,36910,5628,42538,3553,3553,250,140,NA,835.253185387183,835.253185387183,58.7709812403028,32.9117494945696,NA
"San Francisco",2005,763016,35129,5840,40969,3645,3645,254,142,359,889.697088042178,889.697088042178,61.9980961214577,34.6603529497913,87.6272303448949
"San Francisco",2006,768650,38085,6451,44536,3631,3631,268,148,361,815.295491287947,815.295491287947,60.1760373630322,33.231543021376,81.0580204778157
"San Francisco",2007,778673,35453,6339,41792,3853,3853,272,159,381,921.946784073507,921.946784073507,65.0842266462481,38.0455589586524,91.1657733537519
"San Francisco",2008,791152,37093,6641,43734,4020,4020,259,159,181,919.193304980107,919.193304980107,59.2216582064298,36.3561531074221,41.3865642292038
"San Francisco",2009,801922,35393,5851,41244,4140,4140,252,150,357,1003.78236834449,1003.78236834449,61.0997963340122,36.368926389293,86.5580448065173
"San Francisco",2010,805235,33200,5671,38871,3872,3872,255,157,316,996.115355920866,996.115355920866,65.6016053098711,40.3900079750971,81.2945383447815
"San Francisco",2011,816294,33779,5331,39110,3866,3866,251,152,334,988.493991306571,988.493991306571,64.177959601125,38.8647404755817,85.4001534134492
"San Francisco",2012,830406,40038,5764,45802,3794,3794,254,150,336,828.34810706956,828.34810706956,55.4560936203659,32.7496615868303,73.3592419544998
"San Francisco",2013,841270,49438,7001,56439,3772,3772,247,142,470,668.332181647442,668.332181647442,43.7640638565531,25.1599071563989,83.2757490387852
"San Francisco",2014,853258,45936,6466,52402,3766,3766,248,148,462,718.674859738178,718.674859738178,47.3264379222167,28.2431968245487,88.1645738712263
"San Francisco",2015,866320,53955,6441,60396,3849,3849,270,161,460,637.293860520564,637.293860520564,44.7049473475065,26.657394529439,76.1639843698258
"San Francisco",2016,876103,48437,5923,54360,4105,4105,275,169,447,755.150846210449,755.150846210449,50.588668138337,31.0890360559235,82.2295805739514
"San Francisco",2017,884363,55253,6037,61290,4181,4181,293,184,443,682.166748246043,682.166748246043,47.8055147658672,30.0212106379507,72.2793277859357
"San Joaquin",2003,626778,35400,5170,40570,1668,1668,202,87,324,411.141237367513,411.141237367513,49.7904855804782,21.4444170569386,79.861966970668
"San Joaquin",2004,642898,36314,5239,41553,1651,1651,200,86,308,397.323899598104,397.323899598104,48.1313021923808,20.6964599427238,74.1222053762665
"San Joaquin",2005,656985,36552,5768,42320,1681,1681,204,86,298,397.211720226843,397.211720226843,48.2041587901701,20.3213610586011,70.4158790170132
"San Joaquin",2006,662812,36202,5914,42116,1719,1719,227,90,296,408.158419603001,408.158419603001,53.8987558172666,21.369550764555,70.2820780700921
"San Joaquin",2007,668080,34415,5889,40304,1777,1777,257,95,308,440.899166335848,440.899166335848,63.7653830885272,23.5708614529575,76.4192139737991
"San Joaquin",2008,671692,33567,5985,39552,1954,1954,233,100,329,494.033171521036,494.033171521036,58.9097896440129,25.2831715210356,83.1816343042071
"San Joaquin",2009,677736,28730,5383,34113,1798,1798,232,97,309,527.071790812887,527.071790812887,68.009263330695,28.4349075132647,90.5813033154516
"San Joaquin",2010,685306,28296,5361,33657,1625,1625,214,71,300,482.811896485129,482.811896485129,63.5826128294263,21.0951659387349,89.1345039664854
"San Joaquin",2011,695071,29142,5554,34696,1562,1562,185,71,277,450.195988010145,450.195988010145,53.3202674659903,20.4634540004611,79.8362923679963
"San Joaquin",2012,700958,29264,6097,35361,1570,1570,173,64,303,443.991968552926,443.991968552926,48.9239557704816,18.0990356607562,85.6876219563926
"San Joaquin",2013,703747,28603,4845,33448,1592,1592,165,70,266,475.962688352069,475.962688352069,49.3303037550825,20.9280076536714,79.5264290839512
"San Joaquin",2014,713452,25092,5171,30263,1650,1650,177,73,292,545.220235931666,545.220235931666,58.4872616726696,24.1218649836434,96.4874599345736
"San Joaquin",2015,723846,25031,5558,30589,1651,1651,192,79,298,539.736506587335,539.736506587335,62.7676615776913,25.8262774199876,97.4206414070417
"San Joaquin",2016,734294,22629,5785,28414,1701,1701,230,79,279,598.64855352995,598.64855352995,80.946012529035,27.803195607799,98.1910325895685
"San Joaquin",2017,745424,21751,5744,27495,1766,1766,204,79,280,642.298599745408,642.298599745408,74.1953082378614,28.7324968176032,101.836697581378
"San Luis Obispo",2003,254674,7015,559,7574,847,847,97,NA,147,1118.29944547135,1118.29944547135,128.069712173224,NA,194.085027726433
"San Luis Obispo",2004,256842,6875,680,7555,808,808,96,NA,157,1069.49040370615,1069.49040370615,127.068166776969,NA,207.809397749835
"San Luis Obispo",2005,258615,6427,684,7111,800,800,88,NA,160,1125.01757839966,1125.01757839966,123.751933623963,NA,225.003515679933
"San Luis Obispo",2006,260498,6711,659,7370,822,822,85,NA,163,1115.33242876526,1115.33242876526,115.332428765265,NA,221.166892808684
"San Luis Obispo",2007,262770,6233,779,7012,854,854,93,NA,171,1217.91215059897,1217.91215059897,132.629777524244,NA,243.867655447804
"San Luis Obispo",2008,266358,6170,674,6844,850,850,92,NA,157,1241.96376388077,1241.96376388077,134.424313267095,NA,229.398012857978
"San Luis Obispo",2009,268145,5977,605,6582,835,835,90,NA,156,1268.61136432695,1268.61136432695,136.736554238833,NA,237.010027347311
"San Luis Obispo",2010,269637,6180,635,6815,800,800,90,NA,140,1173.88114453412,1173.88114453412,132.061628760088,NA,205.42920029347
"San Luis Obispo",2011,271150,6196,589,6785,799,799,91,NA,137,1177.59764185704,1177.59764185704,134.119380987472,NA,201.915991156964
"San Luis Obispo",2012,274378,6252,837,7089,804,804,91,NA,139,1134.15150232755,1134.15150232755,128.367893920158,NA,196.078431372549
"San Luis Obispo",2013,275973,6208,963,7171,836,836,91,0,146,1165.80672151722,1165.80672151722,126.900013945056,0,203.59782457119
"San Luis Obispo",2014,278534,5683,1080,6763,822,822,91,0,152,1215.43693627089,1215.43693627089,134.555670560402,0,224.752328848144
"San Luis Obispo",2015,280402,6786,1052,7838,834,834,93,0,147,1064.04695075274,1064.04695075274,118.652717529982,0,187.547843837714
"San Luis Obispo",2016,282282,6687,1013,7700,843,843,93,0,147,1094.80519480519,1094.80519480519,120.779220779221,0,190.909090909091
"San Luis Obispo",2017,283405,5812,733,6545,859,859,98,0,152,1312.45225362872,1312.45225362872,149.732620320856,0,232.238349885409
"San Mateo",2003,693057,17860,1933,19793,1724,1724,123,NA,439,871.015005304906,871.015005304906,62.1431819330066,NA,221.795584297479
"San Mateo",2004,690161,19302,2012,21314,1685,1685,124,NA,419,790.560195176879,790.560195176879,58.177723561978,NA,196.584404616684
"San Mateo",2005,690078,18628,2292,20920,1689,1689,124,NA,429,807.36137667304,807.36137667304,59.2734225621415,NA,205.066921606119
"San Mateo",2006,690176,17792,2040,19832,1760,1760,128,NA,468,887.454618797902,887.454618797902,64.5421540943929,NA,235.982250907624
"San Mateo",2007,693849,15540,1985,17525,1760,1760,130,NA,466,1004.27960057061,1004.27960057061,74.1797432239658,NA,265.905848787447
"San Mateo",2008,703830,16967,2025,18992,1731,1731,129,NA,430,911.436394271272,911.436394271272,67.9233361415333,NA,226.411120471778
"San Mateo",2009,713617,15772,1944,17716,1701,1701,129,NA,418,960.149017836984,960.149017836984,72.8155339805825,NA,235.944908557236
"San Mateo",2010,718451,15184,1667,16851,1663,1663,125,NA,416,986.885051332265,986.885051332265,74.1795739125274,NA,246.869621980891
"San Mateo",2011,729022,14015,1441,15456,1578,1578,118,NA,395,1020.96273291925,1020.96273291925,76.3457556935818,NA,255.564182194617
"San Mateo",2012,740644,14433,1658,16091,1554,1554,118,NA,388,965.757255608725,965.757255608725,73.3329190230564,NA,241.128581194457
"San Mateo",2013,750345,14751,1644,16395,1601,1601,121,0,378,976.517230863068,976.517230863068,73.802988716072,0,230.558096980787
"San Mateo",2014,759156,14186,1339,15525,1611,1611,119,0,357,1037.68115942029,1037.68115942029,76.6505636070853,0,229.951690821256
"San Mateo",2015,766779,15548,1488,17036,1645,1645,106,0,380,965.602254050247,965.602254050247,62.2211786804414,0,223.057055646865
"San Mateo",2016,769561,14893,1380,16273,1658,1658,106,0,370,1018.86560560438,1018.86560560438,65.1385730965403,0,227.370490997358
"San Mateo",2017,771410,15142,1603,16745,1679,1679,125,0,415,1002.68736936399,1002.68736936399,74.6491489997014,0,247.835174679009
"Santa Barbara",2003,406810,7422,1001,8423,1118,1118,142,71,383,1327.31805769916,1327.31805769916,168.586014484151,84.2930072420753,454.707348925561
"Santa Barbara",2004,407284,9981,1676,11657,1115,1115,140,72,396,956.506819936519,956.506819936519,120.099511023419,61.7654628120443,339.710045466244
"Santa Barbara",2005,408079,9737,1549,11286,1127,1127,140,72,393,998.582314371788,998.582314371788,124.047492468545,63.7958532695375,348.219032429559
"Santa Barbara",2006,408085,9092,1621,10713,1166,1166,142,71,394,1088.39727433959,1088.39727433959,132.549239242042,66.2746196210212,367.777466629329
"Santa Barbara",2007,411243,8895,1489,10384,1194,1194,142,68,392,1149.84591679507,1149.84591679507,136.748844375963,65.4853620955316,377.503852080123
"Santa Barbara",2008,415859,9408,1517,10925,1155,1155,142,70,393,1057.20823798627,1057.20823798627,129.977116704805,64.0732265446224,359.725400457666
"Santa Barbara",2009,420356,8909,1774,10683,1118,1118,142,67,368,1046.52251240288,1046.52251240288,132.921464008237,62.7164654123374,344.472526443883
